texto,texto_limpio,insulto,amenaza,rumores_difamatorios,comentarios_humillantes,lenguaje_discriminatorio,acoso_sexual,manipulacion_emocional,lenguaje_vulgar,acoso_general,redes_sociales,suicidio_autolesion
Jajajajaja morite VAR!,jajajajaja morite var,False,False,False,False,False,False,False,False,False,False,False
Abrase hpta bobo no sps nadie morite hpta no mereces nada de nadie quien sos vos un pobre mk que nadie quiere,abrase hpta bobo sps nadie morite hpta mereces nadie sos vos pobre mk nadie quiere,False,False,False,False,False,False,False,False,False,False,False
Morite gonorrea malparido cagón hijo de puta.,morite gonorrea malparido cagón hijo puta,False,False,False,False,True,False,False,False,False,False,False
"Mi mejor época, morite FIFA19",mejor época morite fifa,False,False,False,False,False,False,False,False,False,False,False
"Morite indio mugroso.! Vos no sos dueño de un hotel, dejá que otros progresen, malparido!",morite indio mugroso vos sos dueño hotel dejá progresen malparido,False,False,False,False,True,False,False,False,False,False,False
El Niño que domo el viento ni que hijueputas. Morite ensayo de 5 páginas a mano.,niño domo viento hijueputas morite ensayo páginas mano,False,False,False,False,True,False,False,False,False,False,False
DE RESTO NO PASÓ NI MIERDA MORITE MOSQUERA QUE PUTAS HACES DE TITULAR,resto pasó mierda morite mosquera putas haces titular,False,False,False,False,True,False,False,True,False,False,False
"MORITE MALPARIDO DE MIERDA! MALDITO IMPEDIDO DE LA TRES MIL PUTAS MIERDA, MALDIDO ENGENDRO, ME CAGO EN TUS FAMILIARES Y EN TODA TU DESCENDENCIA HIJO DE TU GRAN PERRA MADRE! ",morite malparido mierda maldito impedido tres mil putas mierda maldido engendro cago familiares toda descendencia hijo gran perra madre,False,False,False,False,True,True,False,True,False,False,False
"Me enoja que me respondan siglos después estando en línea, o sea morite",enoja respondan siglos después línea morite,False,False,False,False,False,False,False,False,False,False,False
MORITE MATATE HACE CUALQUIER COSA ... LITERAL TE MORIS Y SOMOS FELICES!!,morite matate hace cualquier cosa literal moris felices,False,False,False,False,False,False,False,False,False,False,False
Deje de hablar pendejadas muerase inutil,deje hablar pendejadas muerase inutil,False,False,False,False,False,False,False,False,False,False,False
"Moríte Gluten, sos el cáncer de las proteínas.",moríte gluten sos cáncer proteínas,False,False,False,False,False,False,False,False,False,False,False
"La gente anda muy obsesionada con “cuidar la energía” parce muérase entonces porque constantemente convivimos con energías densas, todo nos drena y bla bla bla bla. Pégame un cocacho cuando empiece a trinar así tan fanaticamente por favor. O ya lo hago? Jajajajajajajaja",gente anda obsesionada cuidar energía parce muérase entonces constantemente convivimos energías densas drena bla bla bla bla pégame cocacho empiece trinar así tan fanaticamente favor hago jajajajajajajaja,False,False,False,False,False,False,False,False,False,False,False
"Pues muerase , y así  salvamos el planeta de un adefecio menos",pues muerase así salvamos planeta adefecio menos,False,False,False,False,False,False,False,False,False,False,False
Muerase,muerase,False,False,False,False,False,False,False,False,False,False,False
en pocas palabras sí puede viva y sino tiene dinero muerase lentamente en Colombia.,pocas palabras puede viva sino dinero muerase lentamente colombia,False,False,False,False,False,False,False,False,False,False,False
MUÉRASE YA PORFA,muérase porfa,False,False,False,False,False,False,False,False,False,False,False
"muerase,le haría un bien al mundo.",muerasele haría bien mundo,False,False,False,False,False,False,False,False,False,False,False
"Gordo Marik,usted no tiene derecho a opinar,nadie te quiere",gordo marikusted derecho opinarnadie quiere,True,False,False,False,False,False,False,False,False,False,False
"Nadie te quiere Miranda , exepto el centro democratico.",nadie quiere miranda exepto centro democratico,False,False,False,False,False,False,False,False,False,False,False
"El camaleonisimo gonoroy Barreras, nadie te quiere hombre,...bueno,...nadie decente…",camaleonisimo gonoroy barreras nadie quiere hombrebuenonadie decente,False,False,False,False,False,False,False,False,False,False,False
Yo se que nadie te quiere pero yo te amo huevo cocido de yema blandita,nadie quiere amo huevo cocido yema blandita,False,False,False,False,False,False,False,False,False,False,False
Nadie te quiere mamarracho y nadie te va ha escuchar.,nadie quiere mamarracho nadie va escuchar,False,False,False,False,False,False,False,True,False,False,False
Nadie te quiere tanto como el que te acepta en todas tus versiones.📌,nadie quiere acepta todas versiones,False,False,False,False,False,False,False,False,False,False,False
nadie te quiere bruja,nadie quiere bruja,False,False,False,False,False,False,False,False,False,False,False
Én todo caso éso no sería problema tuyo como a tí nadie té quiere piensas qué a las demás tampoco buscá ayuda porque én serio qué la nesecitas,én caso éso problema tí nadie té quiere piensas demás tampoco buscá ayuda én serio nesecitas,False,False,False,False,False,False,False,False,False,False,False
"Deja de quejarte de la maldita vida, si sos tan sufrida, pues suicidate y deja de joder!",deja quejarte maldita vida si sos tan sufrida pues suicidate deja joder,False,False,False,False,False,False,False,True,False,False,False
¿Cuál es tu gracia? Suicidate.,cuál gracia suicidate,False,False,False,False,False,False,False,False,False,False,False
"Tú estás peor, tu vida no vale nada, suicidate.",peor vida vale suicidate,False,False,False,False,False,False,False,False,False,False,False
"Odio el maldito transporte público de mi ciudad, maldita la hora en que volví a esta mierda, cómo es posible que salga de casa a las 4:40 de la mañana y a esta hora este a medio viaje. Maldita sea.",odio maldito transporte público ciudad maldita hora volví mierda cómo posible salga casa mañana hora medio viaje maldita,False,False,False,False,False,False,False,True,False,False,False
suicidate perro hijo de puta!!!!  Igual nada se pierde.,suicidate perro hijo puta igual pierde,False,False,False,False,True,False,False,False,False,False,False
Si Las Feas NO Existieran el mundo seria mejor! Julieth Jaraba hagale un favor al mundo SUICIDATE YA!,si feas existieran mundo seria mejor julieth jaraba hagale favor mundo suicidate,True,False,False,False,False,False,False,False,False,False,False
"Muerete, muerete, muerete, suicidate pedazo de maricon care monda",muerete muerete muerete suicidate pedazo maricon care monda,False,False,False,False,False,False,False,False,False,False,False
"Alguien me explica por qué ahora todo mi feed son personas diciendo que los Pitbull son una raza agresiva?  🙃 
Agresiva yo que les quiero meter un traque para que se les acomode el cerebro",alguien explica ahora feed personas diciendo pitbull raza agresiva agresiva quiero meter traque acomode cerebro,False,False,False,False,False,False,False,False,False,False,False
Mañana que nadie me toque porque le voy metiendo un solo traque,mañana nadie toque voy metiendo solo traque,False,False,False,False,False,False,False,False,False,False,False
Que ganas de ir a Medellín y cascar a @bluxtay 😤,ganas ir medellín cascar bluxtay,False,False,False,False,False,False,False,False,False,False,False
"callese, No se haga cascar viejo",callese haga cascar viejo,False,False,False,False,False,False,False,False,False,False,False
te voy a cascar perro hpta,voy cascar perro hpta,False,False,False,False,False,False,False,False,False,False,False
"En mi narcoestado: cada oficial del ESMAD tendría adicionalmente en su dotación, un bolso de perico de 10, audífonos Bluetooth, música para cascar, incentivos por tranquilizar a la ciudadanía como de lugar. Porque la democracia escogió esa autoridad y pues toca.",narcoestado cada oficial esmad adicionalmente dotación bolso perico audífonos bluetooth música cascar incentivos tranquilizar ciudadanía lugar democracia escogió autoridad pues toca,False,False,False,False,False,False,False,False,False,False,False
"Excelente, te felicito!!! Yo me fracturé el 5to metacarpiano de la mano derecha por cascar un Man que me cogió el culo en un bar, fue satisfactorio y la fractura la amé, fue mi como mi trofeo de batalla hp y el man se fue todo vuelto chica 👏👏👏💪💪💪",excelente felicito fracturé to metacarpiano mano derecha cascar man cogió culo bar satisfactorio fractura amé trofeo batalla hp man vuelto chica,True,False,False,False,False,False,False,True,False,False,False
No es broma! Cómo carajos se deja pegar dos veces del mismo man! A la primera el man tenía que estar encanado! O con restriccion! Pero bueno... allá ella cuantas veces más se va a dejar cascar!,broma cómo carajos deja pegar dos veces mismo man primera man encanado restriccion bueno allá cuantas veces va dejar cascar,False,False,False,False,False,False,False,True,False,False,False
"También te va llegar tu hora rataaaa , te juramos que va llegar tu hora",va llegar hora rataaaa juramos va llegar hora,False,False,True,False,False,False,False,False,False,False,False
A vos te va llegar tu hora primero perro victimista.,vos va llegar hora primero perro victimista,False,False,False,False,False,False,False,False,False,False,False
"Esos que se quieren matar, metanse a un cartel, es lo mismo pero no sabes cuándo va llegar tu hora, pero el propósito va ser el mismo",quieren matar metanse cartel mismo sabes cuándo va llegar hora propósito va ser mismo,False,True,False,False,False,False,False,False,False,False,False
Hija de re mil puta te juro por mi vida que vas a pagar si el karma no hace su trabajo te juro que te voy a matar yo misma,hija re mil puta juro vida vas pagar si karma hace trabajo juro voy matar misma,False,True,False,False,True,False,False,False,False,False,False
Malparido de mierda te voy a matar,malparido mierda voy matar,False,True,False,False,False,False,False,True,False,False,False
"Si los feminicidas tuvieran un sello en la frente que dijera: “te voy a matar”, las mujeres no agendaríamos una segunda cita.",si feminicidas sello frente dijera voy matar mujeres agendaríamos segunda cita,False,True,False,False,False,False,False,False,False,False,False
"Mitad de clase un compañero se levanta (aparentemente sin motivo alguno) se dirige hacia los últimos puestos y agarra por la espalda el cuello de otro compañero, le hace una llave y grita ""te voy a matar, te voy a matar"" hicieron falta CINCO alumnos para poder separarlos",mitad clase compañero levanta aparentemente motivo alguno dirige hacia últimos puestos agarra espalda cuello compañero hace llave grita voy matar voy matar hicieron falta cinco alumnos poder separarlos,False,True,False,False,False,False,False,False,False,False,False
Perra de mierda te voy a matar,perra mierda voy matar,False,True,False,False,False,True,False,True,False,False,False
daniela te voy a matar,daniela voy matar,False,True,False,False,False,False,False,False,False,False,False
"Pasó de ""volveré pronto, mi amor"" a ""perra de mierda, te voy a matar""",pasó volveré pronto amor perra mierda voy matar,False,True,False,False,False,True,False,True,False,False,False
gorda puta zorra te voy a matar cornuda de mierda,gorda puta zorra voy matar cornuda mierda,True,True,True,False,True,True,False,True,False,False,False
"hoy se salvó el negro ese, un día no diré más nada y te voy a matar gonorrea",hoy salvó negro día diré voy matar gonorrea,False,True,False,False,True,False,False,False,False,False,False
tengo un compañero de la U que prácticamente me acosa y es rarísimo porque mientras el se hace el pendejo YO tengo que comportarme como un ser humano decente porque no tengo nada para decirle flaco como te VOY A MATAR,compañero u prácticamente acosa rarísimo mientras hace pendejo comportarme ser humano decente decirle flaco voy matar,False,True,False,False,False,False,False,True,False,False,False
