texto,insulto,amenaza,rumores_difamatorios,comentarios_humillantes,lenguaje_discriminatorio,acoso_sexual,manipulacion_emocional,lenguaje_vulgar,acoso_general,redes_sociales,suicidio_autolesion
tmaccgfg tizzimarie granizados modos desagradables familia,False,False,False,True,False,False,False,False,False,False,False
tmaccgfg bobby bitchpor bobbyshmurdags poniendo vivo diablos juego puta entrenamiento,False,False,False,False,True,False,False,False,False,False,False
trelekidd perra gucci mane rt jabarithegreat perra drogadicta httptcoltlijjpg,False,False,False,False,False,True,False,False,False,False,False
tweetgamelazy puedo montar perra manillar,False,False,False,False,False,True,False,False,False,False,False
tyjoncuffee si puta sácate trampa,False,False,False,False,True,False,False,False,False,False,False
uberfacts tristes muertes personajes televisión aún hacen sentir amargados httptcoulclfufnc httptcorxyqoosmned stark hombre,False,False,False,False,False,False,False,False,False,False,False
unholyjack perras puerto todas putas party bus jaja todas,False,False,False,False,True,True,False,False,False,False,False
vbomb woodchuck coño encanta,False,False,False,False,False,False,False,False,False,False,False
veronikahumbert video ultraviolence aquí pequeña perra mtvhottest lana rey httptcoflbvwqh promoción perra,False,False,False,False,False,True,False,False,False,False,False
vineforthebyrd voy camino follarme perra httpstcolmtfnliy lmfao kittycopter,False,False,False,False,False,True,False,False,False,False,False
wbur contrabandista explica cómo ayudó combatientes largo carretera yihadista httptcouxanxeawd,False,False,False,False,False,False,False,False,False,False,False
wbeezy quathegreat aww avis ven tan lindas juntas httptcolporcbw poner ike avi perra,False,False,False,False,False,True,False,False,False,False,False
wbeezy rundrc simple putano preocupes ser expuesta pelea conmigo,False,False,False,False,True,False,False,False,False,False,False
wannabekanye perra engordando httptcouodfwtkv aunque tamaño precisamente saludable,True,False,False,False,False,True,False,False,False,False,False
withaprettyface nonlykeisha seguro ninguna perra adiós kim,False,False,False,False,False,True,False,False,False,False,False
xxpdotjdot casi proteger tweets acosadores molestos polla increíble vuelve locas perras,False,False,False,False,False,True,False,False,False,False,False
xojennygirl voy hacer marack novia marackaf tirando putas tal enseñé,False,False,False,False,True,False,False,False,False,False,False
xoxoangiee bruno maricón amas,False,False,False,False,True,False,False,False,False,False,False
yehitsvon rundrc debo ser perra sike naw siempre peleamos,False,False,False,False,False,True,False,False,False,False,False
yankees abajo yankees buscan remontar parte baja novena rallycap,False,False,False,False,False,False,False,False,False,False,False
youngricooo wexicanafro aproveches buena persona putas everyjuan,False,False,False,False,True,False,False,False,False,False,False
youngricooo feliz cumpleaños perra negrata wexicanafro gracias amigo,False,False,True,False,False,True,False,False,False,False,False
youngricooo triste saber mayoría putas acostarán contigo dinero espera viernes,False,False,False,False,True,False,False,False,False,False,False
yungmigo shanea cinco mierdas duras negro acuestas colega rico colega negro,False,False,False,False,True,False,False,True,False,False,False
zoebarton hrheyd asco dije domingo pasado último domingo allí léanlo nuevo negros,False,False,False,False,True,False,False,False,False,False,False
badabing sólo golpeo verdaderos negros cara negro maricón va devolver golpe mush shake fuerte,False,False,False,False,True,False,False,False,False,False,False
beedontcare coño todavía fresco dicen chicas apestosas,False,False,False,False,False,False,False,False,False,False,False
geewillikers dar palmadas trasero mejores cosas jaja di palmada trasero chica enojó sexo semana,False,False,False,False,False,False,False,False,False,False,False
tommycollins wearerichnow buffalobills tejanos mejores maldito retrasado veo enojado,False,False,False,False,False,False,False,False,False,False,False
malibubarbie diablos pasa perras morenas rubias favor sientense varios asientos puta parecen morenas rubias aquí,False,False,False,False,True,True,False,False,False,False,False
sugga carril perras deben permanecer izquierda salir vista,False,False,False,False,False,True,False,False,False,False,False
sneakyb odio chicos niegan perras smh,False,False,False,False,False,True,False,False,False,False,False
taradise ustedes negros todavía dicen comen traseros cara seria,False,False,False,False,True,False,False,False,False,False,False
yourewelcome perra jefa necesita sentarse rincón,False,False,False,False,False,True,False,False,False,False,False
iwantfranny puta puedo,False,False,False,False,True,False,False,False,False,False,False
prettyflvck paul pensando alquilar fin semana oooh mierda perras deben mantenerse alejadas calles,False,False,False,False,False,True,False,True,False,False,False
rapdreams perras sujetan negrata encierran si negrata va universidad ejército historia diferente,False,False,True,False,False,True,False,False,False,False,False
simplycaitlin amigos odian zorra maleducada,False,False,True,False,False,True,False,False,False,False,False
adriwadrri amor malditos negros putas,False,False,False,False,True,False,False,False,False,False,False
airmaxlad carne caliente httptcobrzimkvk chico sexy descuidado encantaría conocerlo entrenadores,False,False,False,False,False,False,False,False,False,False,False
airmaxlad sniff httptcofhhbbrmybn muchacho pervertido sinvergüenza joder,False,False,False,False,False,True,False,False,False,False,False
alejandrap perras aman sosa,False,False,False,False,False,True,False,False,False,False,False
alexissixela whitethunduh realmente vi segundos wtf probablemente retrasados mentales,False,False,False,False,False,False,False,False,False,False,False
allisonnamaya nombre debería ponerle gato alguna idea señor gatito,False,False,False,False,False,False,False,False,False,False,False
altosteel httptcotmmhxg guau guau chico matón sexy canalla,False,False,False,False,False,False,False,False,True,False,False
ambitiousbree nonlykeisha ves maldito teléfono sonando casas perra haces exigencias llamado,False,False,False,False,False,True,False,False,False,False,False
analicialouise tevin estudiante segundo año favorito creo gracioso realidad jajaja pequeño idiota,True,False,False,False,False,False,False,False,False,False,False
angelenagoley posiciones sexuales httptcontpabmwsm httptcojmhzsczf llamas follarle alma perra,False,False,False,False,False,True,False,False,False,False,False
ashlingwilde itsnotadam supone aburrirse lindo maricón veces,False,False,False,False,True,False,False,False,False,False,False
ayyeeceee basura hombre tesoro,False,False,False,False,False,False,False,False,False,False,False
babineaux ningún tipo perras malas único gusta iongotnotype,False,False,False,False,False,True,False,False,False,False,False
bigbootybishopp whitethunduh lassen cc entrenador quiere siento obtendrás nig duda,False,False,False,False,False,False,False,False,False,False,False
bleedingtrap dientes dios cadena oro zorras blancas cocaína,False,False,True,False,False,True,False,False,False,False,False
cheetahbluntz azada azada shhhhh,False,False,False,False,False,False,False,False,False,False,False
chieflottahoes washington llamamos rollers rodillos chiraq llamamos thots zorras unidos conoce hoe zorras,False,False,True,False,False,True,False,False,False,False,False
claytonjenn voy extrañar perra conductor autobús harás mientas,False,False,False,False,False,True,False,False,False,False,False
coltfortygone odio perras intentan ponerte friendzone perra tratando anotar ponme zona anotación alma,False,False,True,False,False,True,False,False,False,False,False
complexuk ashley young intentado negar caído excrementos pájaro boca gt httptcomlrewgonk httpstcoavchfjrem jajaja,False,False,False,False,False,False,False,False,False,False,False
datfullerkid trevaughnlg ambos cojos perra eh,False,False,False,False,False,True,False,False,False,False,False
deepthroatmike boyssouth llévame dar paseo httptcohmatjyfgaredneck guau guau,False,False,False,False,False,False,False,False,False,False,False
demieggleton oh dios mio amo victoria mitchell todas perras aman,False,False,False,False,False,True,False,False,False,False,False
djsliime mierda larga distancia sabía perra engañando uh oh,False,False,False,False,False,True,False,True,False,False,False
fiirting haciendo bien httptcojzkkivuvjc perras smh,False,False,False,False,False,True,False,False,False,False,False
fatboyswagg prohibieron coño vida pagar multa millones dólares,False,False,False,False,False,False,False,False,False,False,False
fuckcamoclark rosas rojas violetas azules negros negros sabes verdad dylan,False,False,False,False,True,False,False,False,False,False,False
grillaze sentado alféizar ventana ventana abierta pájaro intenta entrar volando di golpe protejamosalosanimales peta,False,False,False,False,False,False,False,False,False,False,False
glowstruck negro negro negro suenas maldito retrasado mental,False,False,False,False,True,False,False,False,False,False,False
greggutfeld video probablemente burlarán medios httptcoxfrcrxwsm llorona,False,False,False,False,False,False,False,False,True,False,False
gurlimangie itskiaraaaa westyourmajesty tímida cállate boca mamá kiki hola angelique angelique sonríe sumerge galleta sopa,False,False,False,False,False,False,False,False,False,False,False
haitiangold tim tebow despedido equipos nfl putas starkville smh,False,False,False,False,True,False,False,False,False,False,False
hazelebaby karma perra maldita godprotectshisangels sorbe té,False,False,False,False,False,True,False,True,False,False,False
